cluster_id	cluster_size	cluster_avg_pmi	cluster_pmi_coverage	source_id	source_name	source_atc	dest_id	dest_name	dest_atc
1	503	5.1692802671869975	0.09728085669251424	836715	temazepam	('N05CD07',)	777221	hydroxyzine	('N05BB01',)
1	503	5.1692802671869975	0.09728085669251424	19037989	dothiepin	('N06AA16',)	19020124	betahistine	('N07CA01',)
1	503	5.1692802671869975	0.09728085669251424	1153664	propoxyphene	('N02AC04',)	797617	citalopram	('N06AB04',)
1	503	5.1692802671869975	0.09728085669251424	1112807	aspirin	('A01AD05', 'B01AC06', 'N02BA01')	1398937	clonidine	('C02AC01', 'N02CX02', 'S01EA04')
1	503	5.1692802671869975	0.09728085669251424	797617	citalopram	('N06AB04',)	1398937	clonidine	('C02AC01', 'N02CX02', 'S01EA04')
1	503	5.1692802671869975	0.09728085669251424	19037989	dothiepin	('N06AA16',)	744740	zolpidem	('N05CF02',)
1	503	5.1692802671869975	0.09728085669251424	777221	hydroxyzine	('N05BB01',)	723013	diazepam	('N05BA01',)
1	503	5.1692802671869975	0.09728085669251424	836715	temazepam	('N05CD07',)	797399	gabapentin	('N02BF01',)
1	503	5.1692802671869975	0.09728085669251424	19097481	cinnarizine	('N07CA02',)	1103314	tramadol	('N02AX02',)
1	503	5.1692802671869975	0.09728085669251424	19037989	dothiepin	('N06AA16',)	19097481	cinnarizine	('N07CA02',)
1	503	5.1692802671869975	0.09728085669251424	1189596	dihydrocodeine	('N02AA08',)	19020021	nitrazepam	('N05CD02',)
1	503	5.1692802671869975	0.09728085669251424	19020021	nitrazepam	('N05CD02',)	1112807	aspirin	('A01AD05', 'B01AC06', 'N02BA01')
1	503	5.1692802671869975	0.09728085669251424	1398937	clonidine	('C02AC01', 'N02CX02', 'S01EA04')	19044883	zopiclone	('N05CF01',)
1	503	5.1692802671869975	0.09728085669251424	19020124	betahistine	('N07CA01',)	19037989	dothiepin	('N06AA16',)
1	503	5.1692802671869975	0.09728085669251424	836715	temazepam	('N05CD07',)	744740	zolpidem	('N05CF02',)
1	503	5.1692802671869975	0.09728085669251424	19097481	cinnarizine	('N07CA02',)	19037989	dothiepin	('N06AA16',)
1	503	5.1692802671869975	0.09728085669251424	19037989	dothiepin	('N06AA16',)	1189596	dihydrocodeine	('N02AA08',)
1	503	5.1692802671869975	0.09728085669251424	1153664	propoxyphene	('N02AC04',)	836715	temazepam	('N05CD07',)
1	503	5.1692802671869975	0.09728085669251424	722031	paroxetine	('N06AB05',)	836715	temazepam	('N05CD07',)
1	503	5.1692802671869975	0.09728085669251424	19044883	zopiclone	('N05CF01',)	777221	hydroxyzine	('N05BB01',)
1	503	5.1692802671869975	0.09728085669251424	19044883	zopiclone	('N05CF01',)	1398937	clonidine	('C02AC01', 'N02CX02', 'S01EA04')
1	503	5.1692802671869975	0.09728085669251424	1103314	tramadol	('N02AX02',)	19037989	dothiepin	('N06AA16',)
1	503	5.1692802671869975	0.09728085669251424	1103314	tramadol	('N02AX02',)	780442	varenicline	('N07BA03', 'S01XA28')
1	503	5.1692802671869975	0.09728085669251424	744740	zolpidem	('N05CF02',)	797617	citalopram	('N06AB04',)
1	503	5.1692802671869975	0.09728085669251424	744740	zolpidem	('N05CF02',)	1103314	tramadol	('N02AX02',)
1	503	5.1692802671869975	0.09728085669251424	1103314	tramadol	('N02AX02',)	19097481	cinnarizine	('N07CA02',)
1	503	5.1692802671869975	0.09728085669251424	923840	dibucaine	('C05AD04', 'D04AB02', 'N01BB06', 'S01HA06', 'S02DA04')	19037989	dothiepin	('N06AA16',)
1	503	5.1692802671869975	0.09728085669251424	1125315	acetaminophen	('N02BE01',)	917006	benzocaine	('C05AD03', 'D04AB04', 'N01BA05', 'R02AD01')
1	503	5.1692802671869975	0.09728085669251424	917006	benzocaine	('C05AD03', 'D04AB04', 'N01BA05', 'R02AD01')	1189596	dihydrocodeine	('N02AA08',)
1	503	5.1692802671869975	0.09728085669251424	917006	benzocaine	('C05AD03', 'D04AB04', 'N01BA05', 'R02AD01')	1125315	acetaminophen	('N02BE01',)
1	503	5.1692802671869975	0.09728085669251424	797617	citalopram	('N06AB04',)	744740	zolpidem	('N05CF02',)
1	503	5.1692802671869975	0.09728085669251424	732893	bupivacaine	('N01BB01',)	1125315	acetaminophen	('N02BE01',)
1	503	5.1692802671869975	0.09728085669251424	1189596	dihydrocodeine	('N02AA08',)	1164108	salicylamide	('N02BA05',)
1	503	5.1692802671869975	0.09728085669251424	917006	benzocaine	('C05AD03', 'D04AB04', 'N01BA05', 'R02AD01')	1164108	salicylamide	('N02BA05',)
1	503	5.1692802671869975	0.09728085669251424	1164108	salicylamide	('N02BA05',)	1189596	dihydrocodeine	('N02AA08',)
1	503	5.1692802671869975	0.09728085669251424	1164108	salicylamide	('N02BA05',)	1125315	acetaminophen	('N02BE01',)
1	503	5.1692802671869975	0.09728085669251424	718583	nicotine	('N07BA01',)	1189596	dihydrocodeine	('N02AA08',)
1	503	5.1692802671869975	0.09728085669251424	917006	benzocaine	('C05AD03', 'D04AB04', 'N01BA05', 'R02AD01')	710062	amitriptyline	('N06AA09',)
1	503	5.1692802671869975	0.09728085669251424	917006	benzocaine	('C05AD03', 'D04AB04', 'N01BA05', 'R02AD01')	1112807	aspirin	('A01AD05', 'B01AC06', 'N02BA01')
1	503	5.1692802671869975	0.09728085669251424	1112807	aspirin	('A01AD05', 'B01AC06', 'N02BA01')	1164108	salicylamide	('N02BA05',)
1	503	5.1692802671869975	0.09728085669251424	1164108	salicylamide	('N02BA05',)	1164108	salicylamide	('N02BA05',)
1	503	5.1692802671869975	0.09728085669251424	780442	varenicline	('N07BA03', 'S01XA28')	1189596	dihydrocodeine	('N02AA08',)
1	503	5.1692802671869975	0.09728085669251424	1125315	acetaminophen	('N02BE01',)	1164108	salicylamide	('N02BA05',)
1	503	5.1692802671869975	0.09728085669251424	1153664	propoxyphene	('N02AC04',)	703547	trazodone	('N06AX05',)
1	503	5.1692802671869975	0.09728085669251424	738156	doxepin	('D04AX01', 'N06AA12')	710062	amitriptyline	('N06AA09',)
1	503	5.1692802671869975	0.09728085669251424	780442	varenicline	('N07BA03', 'S01XA28')	1103314	tramadol	('N02AX02',)
1	503	5.1692802671869975	0.09728085669251424	1125315	acetaminophen	('N02BE01',)	945286	pilocarpine	('N07AX01', 'S01EB01')
1	503	5.1692802671869975	0.09728085669251424	1189596	dihydrocodeine	('N02AA08',)	917006	benzocaine	('C05AD03', 'D04AB04', 'N01BA05', 'R02AD01')
1	503	5.1692802671869975	0.09728085669251424	1164108	salicylamide	('N02BA05',)	1112807	aspirin	('A01AD05', 'B01AC06', 'N02BA01')
1	503	5.1692802671869975	0.09728085669251424	917006	benzocaine	('C05AD03', 'D04AB04', 'N01BA05', 'R02AD01')	917006	benzocaine	('C05AD03', 'D04AB04', 'N01BA05', 'R02AD01')
1	503	5.1692802671869975	0.09728085669251424	945286	pilocarpine	('N07AX01', 'S01EB01')	1125315	acetaminophen	('N02BE01',)
1	503	5.1692802671869975	0.09728085669251424	19020021	nitrazepam	('N05CD02',)	1103314	tramadol	('N02AX02',)
1	503	5.1692802671869975	0.09728085669251424	780442	varenicline	('N07BA03', 'S01XA28')	989878	lidocaine	('C01BB01', 'C05AD01', 'D04AB01', 'N01BB02', 'R02AD02', 'S01HA07', 'S02DA01')
1	503	5.1692802671869975	0.09728085669251424	1153664	propoxyphene	('N02AC04',)	744740	zolpidem	('N05CF02',)
1	503	5.1692802671869975	0.09728085669251424	722031	paroxetine	('N06AB05',)	1398937	clonidine	('C02AC01', 'N02CX02', 'S01EA04')
1	503	5.1692802671869975	0.09728085669251424	923840	dibucaine	('C05AD04', 'D04AB02', 'N01BB06', 'S01HA06', 'S02DA04')	744740	zolpidem	('N05CF02',)
1	503	5.1692802671869975	0.09728085669251424	1153664	propoxyphene	('N02AC04',)	917006	benzocaine	('C05AD03', 'D04AB04', 'N01BA05', 'R02AD01')
1	503	5.1692802671869975	0.09728085669251424	1153664	propoxyphene	('N02AC04',)	750982	bupropion	('N06AX12',)
1	503	5.1692802671869975	0.09728085669251424	1112807	aspirin	('A01AD05', 'B01AC06', 'N02BA01')	917006	benzocaine	('C05AD03', 'D04AB04', 'N01BA05', 'R02AD01')
1	503	5.1692802671869975	0.09728085669251424	1164108	salicylamide	('N02BA05',)	917006	benzocaine	('C05AD03', 'D04AB04', 'N01BA05', 'R02AD01')
1	503	5.1692802671869975	0.09728085669251424	1398937	clonidine	('C02AC01', 'N02CX02', 'S01EA04')	1103314	tramadol	('N02AX02',)
1	503	5.1692802671869975	0.09728085669251424	1103314	tramadol	('N02AX02',)	1398937	clonidine	('C02AC01', 'N02CX02', 'S01EA04')
1	503	5.1692802671869975	0.09728085669251424	989878	lidocaine	('C01BB01', 'C05AD01', 'D04AB01', 'N01BB02', 'R02AD02', 'S01HA07', 'S02DA01')	1398937	clonidine	('C02AC01', 'N02CX02', 'S01EA04')
1	503	5.1692802671869975	0.09728085669251424	723013	diazepam	('N05BA01',)	1398937	clonidine	('C02AC01', 'N02CX02', 'S01EA04')
1	503	5.1692802671869975	0.09728085669251424	923840	dibucaine	('C05AD04', 'D04AB02', 'N01BB06', 'S01HA06', 'S02DA04')	1398937	clonidine	('C02AC01', 'N02CX02', 'S01EA04')
1	503	5.1692802671869975	0.09728085669251424	19020124	betahistine	('N07CA01',)	1398937	clonidine	('C02AC01', 'N02CX02', 'S01EA04')
1	503	5.1692802671869975	0.09728085669251424	743670	venlafaxine	('N06AX16',)	1398937	clonidine	('C02AC01', 'N02CX02', 'S01EA04')
1	503	5.1692802671869975	0.09728085669251424	1398937	clonidine	('C02AC01', 'N02CX02', 'S01EA04')	710062	amitriptyline	('N06AA09',)
1	503	5.1692802671869975	0.09728085669251424	1398937	clonidine	('C02AC01', 'N02CX02', 'S01EA04')	1398937	clonidine	('C02AC01', 'N02CX02', 'S01EA04')
1	503	5.1692802671869975	0.09728085669251424	1398937	clonidine	('C02AC01', 'N02CX02', 'S01EA04')	739138	sertraline	('N06AB06',)
1	503	5.1692802671869975	0.09728085669251424	1398937	clonidine	('C02AC01', 'N02CX02', 'S01EA04')	1125315	acetaminophen	('N02BE01',)
1	503	5.1692802671869975	0.09728085669251424	836715	temazepam	('N05CD07',)	1398937	clonidine	('C02AC01', 'N02CX02', 'S01EA04')
1	503	5.1692802671869975	0.09728085669251424	1398937	clonidine	('C02AC01', 'N02CX02', 'S01EA04')	797617	citalopram	('N06AB04',)
1	503	5.1692802671869975	0.09728085669251424	718583	nicotine	('N07BA01',)	1398937	clonidine	('C02AC01', 'N02CX02', 'S01EA04')
1	503	5.1692802671869975	0.09728085669251424	1398937	clonidine	('C02AC01', 'N02CX02', 'S01EA04')	723013	diazepam	('N05BA01',)
1	503	5.1692802671869975	0.09728085669251424	755695	fluoxetine	('N06AB03',)	1398937	clonidine	('C02AC01', 'N02CX02', 'S01EA04')
1	503	5.1692802671869975	0.09728085669251424	710062	amitriptyline	('N06AA09',)	1398937	clonidine	('C02AC01', 'N02CX02', 'S01EA04')
1	503	5.1692802671869975	0.09728085669251424	1189596	dihydrocodeine	('N02AA08',)	1398937	clonidine	('C02AC01', 'N02CX02', 'S01EA04')
1	503	5.1692802671869975	0.09728085669251424	1153664	propoxyphene	('N02AC04',)	1398937	clonidine	('C02AC01', 'N02CX02', 'S01EA04')
1	503	5.1692802671869975	0.09728085669251424	1398937	clonidine	('C02AC01', 'N02CX02', 'S01EA04')	752061	prochlorperazine	('N05AB04',)
1	503	5.1692802671869975	0.09728085669251424	1125315	acetaminophen	('N02BE01',)	1398937	clonidine	('C02AC01', 'N02CX02', 'S01EA04')
1	503	5.1692802671869975	0.09728085669251424	752061	prochlorperazine	('N05AB04',)	777221	hydroxyzine	('N05BB01',)
1	503	5.1692802671869975	0.09728085669251424	752061	prochlorperazine	('N05AB04',)	1398937	clonidine	('C02AC01', 'N02CX02', 'S01EA04')
1	503	5.1692802671869975	0.09728085669251424	1398937	clonidine	('C02AC01', 'N02CX02', 'S01EA04')	1189596	dihydrocodeine	('N02AA08',)
1	503	5.1692802671869975	0.09728085669251424	797617	citalopram	('N06AB04',)	19037989	dothiepin	('N06AA16',)
1	503	5.1692802671869975	0.09728085669251424	989878	lidocaine	('C01BB01', 'C05AD01', 'D04AB01', 'N01BB02', 'R02AD02', 'S01HA07', 'S02DA01')	797617	citalopram	('N06AB04',)
1	503	5.1692802671869975	0.09728085669251424	710062	amitriptyline	('N06AA09',)	780442	varenicline	('N07BA03', 'S01XA28')
1	503	5.1692802671869975	0.09728085669251424	750982	bupropion	('N06AX12',)	1112807	aspirin	('A01AD05', 'B01AC06', 'N02BA01')
1	503	5.1692802671869975	0.09728085669251424	752061	prochlorperazine	('N05AB04',)	797617	citalopram	('N06AB04',)
1	503	5.1692802671869975	0.09728085669251424	19042550	triazulenone	('N05CD11',)	19042550	triazulenone	('N05CD11',)
1	503	5.1692802671869975	0.09728085669251424	923840	dibucaine	('C05AD04', 'D04AB02', 'N01BB06', 'S01HA06', 'S02DA04')	19097481	cinnarizine	('N07CA02',)
1	503	5.1692802671869975	0.09728085669251424	777221	hydroxyzine	('N05BB01',)	19037989	dothiepin	('N06AA16',)
1	503	5.1692802671869975	0.09728085669251424	19097481	cinnarizine	('N07CA02',)	836715	temazepam	('N05CD07',)
1	503	5.1692802671869975	0.09728085669251424	19097481	cinnarizine	('N07CA02',)	1153664	propoxyphene	('N02AC04',)
1	503	5.1692802671869975	0.09728085669251424	836715	temazepam	('N05CD07',)	19097481	cinnarizine	('N07CA02',)
1	503	5.1692802671869975	0.09728085669251424	750982	bupropion	('N06AX12',)	797617	citalopram	('N06AB04',)
1	503	5.1692802671869975	0.09728085669251424	710062	amitriptyline	('N06AA09',)	750982	bupropion	('N06AX12',)
1	503	5.1692802671869975	0.09728085669251424	752061	prochlorperazine	('N05AB04',)	780442	varenicline	('N07BA03', 'S01XA28')
1	503	5.1692802671869975	0.09728085669251424	1153664	propoxyphene	('N02AC04',)	19097481	cinnarizine	('N07CA02',)
1	503	5.1692802671869975	0.09728085669251424	923840	dibucaine	('C05AD04', 'D04AB02', 'N01BB06', 'S01HA06', 'S02DA04')	1153664	propoxyphene	('N02AC04',)
1	503	5.1692802671869975	0.09728085669251424	797617	citalopram	('N06AB04',)	923840	dibucaine	('C05AD04', 'D04AB02', 'N01BB06', 'S01HA06', 'S02DA04')
1	503	5.1692802671869975	0.09728085669251424	19037989	dothiepin	('N06AA16',)	923840	dibucaine	('C05AD04', 'D04AB02', 'N01BB06', 'S01HA06', 'S02DA04')
1	503	5.1692802671869975	0.09728085669251424	923840	dibucaine	('C05AD04', 'D04AB02', 'N01BB06', 'S01HA06', 'S02DA04')	797617	citalopram	('N06AB04',)
1	503	5.1692802671869975	0.09728085669251424	750982	bupropion	('N06AX12',)	718583	nicotine	('N07BA01',)
1	503	5.1692802671869975	0.09728085669251424	19037989	dothiepin	('N06AA16',)	739138	sertraline	('N06AB06',)
1	503	5.1692802671869975	0.09728085669251424	923840	dibucaine	('C05AD04', 'D04AB02', 'N01BB06', 'S01HA06', 'S02DA04')	19044883	zopiclone	('N05CF01',)
1	503	5.1692802671869975	0.09728085669251424	923840	dibucaine	('C05AD04', 'D04AB02', 'N01BB06', 'S01HA06', 'S02DA04')	1189596	dihydrocodeine	('N02AA08',)
1	503	5.1692802671869975	0.09728085669251424	923840	dibucaine	('C05AD04', 'D04AB02', 'N01BB06', 'S01HA06', 'S02DA04')	718583	nicotine	('N07BA01',)
1	503	5.1692802671869975	0.09728085669251424	744740	zolpidem	('N05CF02',)	710062	amitriptyline	('N06AA09',)
1	503	5.1692802671869975	0.09728085669251424	19097481	cinnarizine	('N07CA02',)	710062	amitriptyline	('N06AA09',)
1	503	5.1692802671869975	0.09728085669251424	923840	dibucaine	('C05AD04', 'D04AB02', 'N01BB06', 'S01HA06', 'S02DA04')	755695	fluoxetine	('N06AB03',)
1	503	5.1692802671869975	0.09728085669251424	923840	dibucaine	('C05AD04', 'D04AB02', 'N01BB06', 'S01HA06', 'S02DA04')	1103314	tramadol	('N02AX02',)
1	503	5.1692802671869975	0.09728085669251424	744740	zolpidem	('N05CF02',)	723013	diazepam	('N05BA01',)
1	503	5.1692802671869975	0.09728085669251424	1125315	acetaminophen	('N02BE01',)	923840	dibucaine	('C05AD04', 'D04AB02', 'N01BB06', 'S01HA06', 'S02DA04')
1	503	5.1692802671869975	0.09728085669251424	739138	sertraline	('N06AB06',)	923840	dibucaine	('C05AD04', 'D04AB02', 'N01BB06', 'S01HA06', 'S02DA04')
1	503	5.1692802671869975	0.09728085669251424	19037989	dothiepin	('N06AA16',)	989878	lidocaine	('C01BB01', 'C05AD01', 'D04AB01', 'N01BB02', 'R02AD02', 'S01HA07', 'S02DA01')
1	503	5.1692802671869975	0.09728085669251424	19044883	zopiclone	('N05CF01',)	923840	dibucaine	('C05AD04', 'D04AB02', 'N01BB06', 'S01HA06', 'S02DA04')
1	503	5.1692802671869975	0.09728085669251424	19037989	dothiepin	('N06AA16',)	718583	nicotine	('N07BA01',)
1	503	5.1692802671869975	0.09728085669251424	718583	nicotine	('N07BA01',)	923840	dibucaine	('C05AD04', 'D04AB02', 'N01BB06', 'S01HA06', 'S02DA04')
1	503	5.1692802671869975	0.09728085669251424	722031	paroxetine	('N06AB05',)	710062	amitriptyline	('N06AA09',)
1	503	5.1692802671869975	0.09728085669251424	923840	dibucaine	('C05AD04', 'D04AB02', 'N01BB06', 'S01HA06', 'S02DA04')	710062	amitriptyline	('N06AA09',)
1	503	5.1692802671869975	0.09728085669251424	755695	fluoxetine	('N06AB03',)	923840	dibucaine	('C05AD04', 'D04AB02', 'N01BB06', 'S01HA06', 'S02DA04')
1	503	5.1692802671869975	0.09728085669251424	710062	amitriptyline	('N06AA09',)	923840	dibucaine	('C05AD04', 'D04AB02', 'N01BB06', 'S01HA06', 'S02DA04')
1	503	5.1692802671869975	0.09728085669251424	723013	diazepam	('N05BA01',)	923840	dibucaine	('C05AD04', 'D04AB02', 'N01BB06', 'S01HA06', 'S02DA04')
1	503	5.1692802671869975	0.09728085669251424	1153664	propoxyphene	('N02AC04',)	923840	dibucaine	('C05AD04', 'D04AB02', 'N01BB06', 'S01HA06', 'S02DA04')
1	503	5.1692802671869975	0.09728085669251424	718583	nicotine	('N07BA01',)	19037989	dothiepin	('N06AA16',)
1	503	5.1692802671869975	0.09728085669251424	722031	paroxetine	('N06AB05',)	923840	dibucaine	('C05AD04', 'D04AB02', 'N01BB06', 'S01HA06', 'S02DA04')
1	503	5.1692802671869975	0.09728085669251424	923840	dibucaine	('C05AD04', 'D04AB02', 'N01BB06', 'S01HA06', 'S02DA04')	923840	dibucaine	('C05AD04', 'D04AB02', 'N01BB06', 'S01HA06', 'S02DA04')
1	503	5.1692802671869975	0.09728085669251424	710062	amitriptyline	('N06AA09',)	19097481	cinnarizine	('N07CA02',)
1	503	5.1692802671869975	0.09728085669251424	923840	dibucaine	('C05AD04', 'D04AB02', 'N01BB06', 'S01HA06', 'S02DA04')	739138	sertraline	('N06AB06',)
1	503	5.1692802671869975	0.09728085669251424	750982	bupropion	('N06AX12',)	750982	bupropion	('N06AX12',)
1	503	5.1692802671869975	0.09728085669251424	777221	hydroxyzine	('N05BB01',)	710062	amitriptyline	('N06AA09',)
1	503	5.1692802671869975	0.09728085669251424	752061	prochlorperazine	('N05AB04',)	718583	nicotine	('N07BA01',)
1	503	5.1692802671869975	0.09728085669251424	1189596	dihydrocodeine	('N02AA08',)	923840	dibucaine	('C05AD04', 'D04AB02', 'N01BB06', 'S01HA06', 'S02DA04')
1	503	5.1692802671869975	0.09728085669251424	744740	zolpidem	('N05CF02',)	1112807	aspirin	('A01AD05', 'B01AC06', 'N02BA01')
1	503	5.1692802671869975	0.09728085669251424	1112807	aspirin	('A01AD05', 'B01AC06', 'N02BA01')	744740	zolpidem	('N05CF02',)
1	503	5.1692802671869975	0.09728085669251424	710062	amitriptyline	('N06AA09',)	777221	hydroxyzine	('N05BB01',)
1	503	5.1692802671869975	0.09728085669251424	723013	diazepam	('N05BA01',)	777221	hydroxyzine	('N05BB01',)
1	503	5.1692802671869975	0.09728085669251424	710062	amitriptyline	('N06AA09',)	738156	doxepin	('D04AX01', 'N06AA12')
1	503	5.1692802671869975	0.09728085669251424	1153664	propoxyphene	('N02AC04',)	19044883	zopiclone	('N05CF01',)
1	503	5.1692802671869975	0.09728085669251424	1398937	clonidine	('C02AC01', 'N02CX02', 'S01EA04')	836715	temazepam	('N05CD07',)
1	503	5.1692802671869975	0.09728085669251424	989878	lidocaine	('C01BB01', 'C05AD01', 'D04AB01', 'N01BB02', 'R02AD02', 'S01HA07', 'S02DA01')	951279	prilocaine	('N01BB04',)
1	503	5.1692802671869975	0.09728085669251424	718583	nicotine	('N07BA01',)	752061	prochlorperazine	('N05AB04',)
1	503	5.1692802671869975	0.09728085669251424	1125315	acetaminophen	('N02BE01',)	738156	doxepin	('D04AX01', 'N06AA12')
1	503	5.1692802671869975	0.09728085669251424	797399	gabapentin	('N02BF01',)	19037989	dothiepin	('N06AA16',)
1	503	5.1692802671869975	0.09728085669251424	19044883	zopiclone	('N05CF01',)	19020124	betahistine	('N07CA01',)
1	503	5.1692802671869975	0.09728085669251424	797399	gabapentin	('N02BF01',)	718583	nicotine	('N07BA01',)
1	503	5.1692802671869975	0.09728085669251424	1103314	tramadol	('N02AX02',)	718583	nicotine	('N07BA01',)
